feature_code,date_code,measurement,units,value,scottish_health_survey_indicator,sex,hb_name
S08000024,2015-2018,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,63,Fruit & vegetable consumption: Less than 5 portions,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,88,Any cardiovascular condition: No cardiovascular condition,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,28,General health questionnaire (GHQ-12): Score 1-3,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,23,Obesity: Obese,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,38,Overweight: Not overweight or obese,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,60,Fruit & vegetable consumption: Less than 5 portions,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,61,Long-term illness: No long-term illness,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,32,Fruit & vegetable consumption: 5 portions or more,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,33,Fruit & vegetable consumption: 5 portions or more,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,74,Summary activity levels: Meets recommendations,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,9,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,55,General health questionnaire (GHQ-12): Score 0,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,40,Overweight: Not overweight or obese,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,76,Obesity: Not obese,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,61,Long-term illness: No long-term illness,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,75,Obesity: Not obese,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,34,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,63,Fruit & vegetable consumption: Less than 5 portions,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,75,Obesity: Not obese,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Smoking status: Current smoker,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,25,Obesity: Obese,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,88,Any cardiovascular condition: No cardiovascular condition,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,25,Obesity: Obese,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,23,Obesity: Obese,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,85,E-cigarette use: Never used,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,61,Smoking status: Never smoked/Used to smoke occasionally,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,26,Fruit & vegetable consumption: 5 portions or more,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,40,Alcohol consumption: Hazardous/Harmful drinker,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,76,Obesity: Not obese,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,58,Alcohol consumption: Moderate drinker,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,82,E-cigarette use: Never used,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,20,Alcohol consumption: Hazardous/Harmful drinker,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,43,Overweight: Not overweight or obese,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,13,Summary activity levels: Very low activity,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,46,Overweight: Not overweight or obese,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,31,Long-term illness: Limiting long-term illness,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,All,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Ever previously used,Female,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,61,Fruit & vegetable consumption: Less than 5 portions,Female,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,37,Alcohol consumption: Hazardous/Harmful drinker,Male,Lothian
S08000024,2015-2018,Percent,Percent Of Adults,77,Obesity: Not obese,Male,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,All,Lothian
S08000024,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female,Lothian
S08000025,2016-2019,Percent,Percent Of Adults,37,Long-term illness: Limiting long-term illness,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,80,Doctor-diagnosed asthma: No,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Hazardous/Harmful drinker,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,14,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,1,E-cigarette use: Currently using,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,69,Obesity: Not obese,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,14,E-cigarette use: Ever previously used,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,24,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,65,General health questionnaire (GHQ-12): Score 0,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Mode (8),All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,31,Obesity: Obese,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Ever previously used,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,62,Fruit & vegetable consumption: Less than 5 portions,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,23,Alcohol consumption: Hazardous/Harmful drinker,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,79,Overweight: Overweight (including obese),Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,41,Long-term illness: Limiting long-term illness,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,20,Doctor-diagnosed asthma: Yes,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,43,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,21,Long-term illness: Non-limiting long-term illness,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Fair,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,59,General health questionnaire (GHQ-12): Score 0,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,24,Doctor-diagnosed asthma: Yes,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,2,E-cigarette use: Currently using,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,31,Smoking status: Used to smoke regularly,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,62,Alcohol consumption: Moderate drinker,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,68,Obesity: Not obese,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,81,Any cardiovascular condition: No cardiovascular condition,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,2,E-cigarette use: Currently using,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,27,Overweight: Not overweight or obese,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,38,Long-term illness: No long-term illness,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,31,Obesity: Obese,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,42,Long-term illness: No long-term illness,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,12,Self-assessed general health: Fair,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,57,Alcohol consumption: Moderate drinker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,25,Overweight: Not overweight or obese,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,12,Alcohol consumption: Hazardous/Harmful drinker,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,67,Smoking status: Never smoked/Used to smoke occasionally,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,7,Summary activity levels: Low activity,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,87,E-cigarette use: Never used,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,21,Overweight: Not overweight or obese,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,11,General health questionnaire (GHQ-12): Score 4+,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,29,Fruit & vegetable consumption: 5 portions or more,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,65,Smoking status: Never smoked/Used to smoke occasionally,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,76,Doctor-diagnosed asthma: No,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 4+,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,90,E-cigarette use: Never used,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Ever previously used,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,15,Smoking status: Current smoker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,10,Alcohol consumption: Non-drinker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,5,E-cigarette use: Ever previously used,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,21,Long-term illness: Non-limiting long-term illness,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,14,Self-assessed general health: Fair,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,71,Alcohol consumption: Moderate drinker,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,81,Any cardiovascular condition: No cardiovascular condition,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,70,Smoking status: Never smoked/Used to smoke occasionally,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,12,General health questionnaire (GHQ-12): Score 4+,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,12,Smoking status: Current smoker,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,81,Self-assessed general health: Very good/Good,All,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,Male,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,66,Alcohol consumption: Moderate drinker,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,25,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,20,Alcohol consumption: Non-drinker,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,82,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,84,E-cigarette use: Never used,Male,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,1,E-cigarette use: Currently using,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female,Orkney
S08000025,2015-2018,Percent,Percent Of Adults,39,Long-term illness: No long-term illness,Female,Orkney
S08000025,2016-2019,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female,Orkney
